user_id,actor_index
2081555262472192517,569
2081620156743680138,570
2081773257228288439,571
2083057729273856308,572
2084252149612544709,573
2085810568429568853,574
2086975192432640513,575
2087538722340864196,576
2088127057362944783,577
2088872720728064998,578
2089402318716928130,579
2090863597453312794,580
2092433835819009021,581
2092870982959104217,582
2093072460546048330,583
2094475186798592803,584
2094496292536320024,585
2095144622882816211,586
2096081739448320445,587
2096822193487872433,588
2096848567271424271,589
2096884873166848222,590
2097380681842688968,591
2097654360178688638,592
2100263577976833018,593
2100398114471936106,594
2100520017723392499,595
2100910465482752345,596
2101253752487936505,597
2101936652288000941,598
2103406151860224092,599
2104775424344064233,600
2106639356264448762,601
2106671820177408947,602
2112289788395520241,603
2112907391270912414,604
2113406387617792965,605
2113901231603712047,606
2114980845453312002,607
2115685262032896046,608
2116187966144512398,609
2116974381367296195,610
2117189817597952221,611
2117608501411840569,612
2119257005490176458,613
2121487997730816658,614
2122179235807232094,615
2122829495533568731,616
2122996697268224385,617
2123468590022656801,618
2123569806966784222,619
2123651075801088252,620
2124420034330624966,621
2126980715642880770,622
2127855412576256282,623
2127940766662656430,624
2128175035318272182,625
2128722702368768814,626
2129437822812160827,627
2129962286972929010,628
2130138976223232570,629
2130629508464640352,630
2130644641513472451,631
2130716464775168795,632
2131036850880512643,633
2131687655866368821,634
2131763715375104685,635
2132084772569088801,636
2132297599942656461,637
2133160015953920060,638
2133579479908352942,639
2133876998668288297,640
2134298056458240369,641
2134523449966592371,642
2136594781831168408,643
2137550571438080232,644
2137929241591808235,645
2138040759746560093,646
2139406467072000082,647
2140007477280768914,648
2143062952247296842,649
2143845525487616187,650
2144410640842752492,651
2144820759887872362,652
2145413607981056805,653
2145463008493568110,654
2145910356180992410,655
2146002244993024492,656
2146003427786752411,657
2146071400677376876,658
2147280845012992048,659
2148862240227328551,660
2149483861245952486,661
2149742012268544112,662
2151810726887424999,663
2152323128229888942,664
2152486982909952492,665
2153081743605760245,666
2153148785360896037,667
2153355405164544562,668
2153836064014336751,669
2154176415006720960,670
2157702381830145020,671
2158335335858176687,672
2158488671223808087,673
2159196669739008481,674
2159850561732608350,675
2160555045421056996,676
2162369149009920696,677
2164864566951936913,678
2166947517038592598,679
2167126571876352096,680
2167130036371456539,681
2167301877006336992,682
2167729050091520168,683
2169284776165376657,684
2169358142930944095,685
2171217175904256565,686
2171458591653888892,687
2171933185540096579,688
2172201377726464230,689
2172606136451072992,690
2174156963577856719,691
2174298177404928947,692
2175076950605824532,693
2175118566490112823,694
2175539808829440123,695
2175557290688512343,696
2176414564483072421,697
2177128493744128387,698
2177769014296577009,699
2178862242856960911,700
2179439219703808931,701
2179983623585792019,702
2181423544926208031,703
2182079567626240660,704
2182116167122944710,705
2182187092803584963,706
2182904872435712179,707
2184254163255296613,708
2184527355052032229,709
2185794135523328970,710
2186601690038272884,711
2186611160776704809,712
2187522566258688239,713
2188728076337152271,714
2189436871770112466,715
2190136666226688946,716
2190893293502464108,717
2192295357054976279,718
2195341831045120780,719
2195745633468416923,720
2196740774035456902,721
2196765981802496004,722
2196839507951616561,723
2198113645232128590,724
2198908574892032884,725
2200532156416000018,726
2201774106607616526,727
2201902611693568964,728
2204920488919040970,729
2205451840126976926,730
2205620551811072649,731
2205980163047424802,732
2206181791629312510,733
2207039208030208244,734
2209862637322240925,735
2210934558818304310,736
2213215446499328060,737
2217696045301760020,738
2219371678138368087,739
2222804942454784932,740
2223094500425728367,741
2225136740597760289,742
2226398018142208813,743
2226484353695744015,744
2226923228889088822,745
2227571324354560116,746
2228227774873600147,747
2228561029103616023,748
2228590213070848697,749
2230168370282496208,750
2230205900914688586,751
2230691240607744553,752
2230796031098880080,753
2230843057635328109,754
2232705244725248116,755
2232954839367680271,756
2233531782660096587,757
2233842303762432156,758
2236678584401920842,759
2239438755201024817,760
2239628010586112467,761
2240000263454720467,762
2241411017605120606,763
2243880019820544175,764
2243935132975104579,765
2244451191750656445,766
2244517403033600054,767
2245752516509696705,768
2246912006684672135,769
2247471728164864557,770
2248139268423680325,771
2248216217124864378,772
2248348773908480791,773
2250895513354240866,774
2251197780066304985,775
2251228473982976783,776
2251320547344384921,777
2252475105017856750,778
2254841095127040800,779
2254868148387840996,780
2255279240511488035,781
2256045514686464839,782
2256810924834816326,783
2257481493381120365,784
2257528276647936460,785
2257547587223552052,786
2258246341492736378,787
2258247272628224350,788
2258302419337216173,789
2258585098649600835,790
2261030889586688373,791
2261113324437504769,792
2261972678606848704,793
2262011324923904064,794
2262081529184256476,795
2262596019290112653,796
2264235530780672955,797
2264907248566272910,798
2265553389486080974,799
2266283525537792990,800
2267040488357888525,801
2269125468487680996,802
2269314287665152448,803
2270050044084224645,804
2270364532998144104,805
2270563082960896014,806
2271962294386688619,807
2271973711282176297,808
2272192570064896306,809
2272622930821120409,810
2272813872316416876,811
2272839096860672698,812
2273439335317504810,813
2274959158149120835,814
2275041072906240057,815
2275596616859648352,816
2275810459254784942,817
2275936430981120621,818
2276340703166464241,819
2276357622988800387,820
2276497209425920854,821
2277013964455936841,822
2278160410345472702,823
2279144410841088825,824
2279306344529920704,825
2280910825193472212,826
2281410207416320386,827
2281496366809088670,828
2282324557299712321,829
2282336376848385017,830
2282336745947136138,831
2283019209539584560,832
2283150164099072990,833
2283161279004672730,834
2283513181110272767,835
2283810699870208856,836
2283845604868096684,837
2283882430857216226,838
2283895936516096519,839
2284934127419392680,840
2285853082648576584,841
2285991729561600382,842
2286010872365056523,843
2287120450322432145,844
2287235609133056030,845
2288060007972864390,846
2288176752230400464,847
2288653141278720775,848
2288886361358336529,849
2288949712125952689,850
2289436159115264589,851
2289586801737728254,852
2290172561457152645,853
2290185765126144083,854
2290258343362560281,855
2290438329335808919,856
2290921571876864040,857
2290957567393792017,858
2291039247269888740,859
2291135590432768075,860
2291166192074753022,861
2291777235058688381,862
2292233625665536021,863
2293104371564544495,864
2293151582650368627,865
