user_id,seed_type,degree_in_subset,sent_events
2044099708321792476,neighbor,3,5
1978108869607424308,neighbor,3,6
1700533639315456490,neighbor,1,3
2025795505618944117,neighbor,1,3
1755535158280192639,neighbor,2,3
2324918528114688421,neighbor,1,3
2206178914336768928,neighbor,2,5
1786539629608960535,neighbor,1,3
1769121733672960853,neighbor,1,5
2083778814017536033,neighbor,2,3
1924718600912896421,neighbor,2,3
1959823004401664725,neighbor,1,3
2517054938677248582,neighbor,5,11
2400860093022208090,neighbor,1,12
2016038807928832315,neighbor,6,32
2517066447847424163,neighbor,5,25
2516498044157952979,neighbor,6,36
2408979644809216432,neighbor,5,5
1953213997645824594,neighbor,1,9
1873404563030016793,neighbor,1,3
2027177436512256967,neighbor,1,4
1963544241242112523,neighbor,1,4
2258320974938112588,neighbor,1,5
2237934635843584193,neighbor,1,3
2221331240189952115,neighbor,1,3
1698043279704064332,neighbor,1,5
1596108698550272749,neighbor,1,3
1536329070411776761,neighbor,1,9
2269824063373313007,neighbor,1,6
2287527239090176225,neighbor,1,3
2343766455222272406,neighbor,1,7
2062240341557248420,neighbor,1,6
2078518284386305011,neighbor,1,8
2348376507023360292,neighbor,1,3
2072680358477824017,neighbor,1,3
1666219283316736112,neighbor,1,4
2444493890519040323,neighbor,1,3
2312620182863872024,neighbor,1,4
2184765046259712961,neighbor,1,3
2131351406903296706,neighbor,1,3
1763487281840128827,neighbor,2,7
1778491699757056176,neighbor,2,10
2174422689513472640,neighbor,1,6
2275783666040832259,neighbor,1,4
2522317791952896337,neighbor,2,17
1952727231889408908,neighbor,2,20
2285225270837248099,neighbor,2,16
2281732304797696497,neighbor,3,4
2281456722247680574,neighbor,1,3
2283756241027072285,neighbor,2,4
2535394860072960899,neighbor,1,8
2490232414928896655,neighbor,1,3
2171445832581120037,neighbor,1,8
1566283178967040884,neighbor,1,12
1837424556638208427,neighbor,1,5
2018702870446080842,neighbor,1,6
2029562804305920283,neighbor,1,5
2190172150038528795,neighbor,1,4
1757412193206272100,neighbor,1,3
2198096633135104173,neighbor,2,7
1932410098810880996,neighbor,2,3
2278757897338880042,neighbor,2,4
2203963348746240529,neighbor,2,7
2238976031195136563,neighbor,1,3
1559745181777920343,neighbor,1,3
2319160595972096425,neighbor,1,3
1432267272486912506,neighbor,1,4
1999970051817472022,neighbor,1,5
2193933627031552295,neighbor,1,4
2476939843469312394,neighbor,1,3
2306209315028992758,neighbor,1,4
2141711589441536168,neighbor,1,3
1903122381275136742,neighbor,1,3
2319337318776832914,neighbor,1,5
2261264562651136759,neighbor,1,3
1961827294511104226,neighbor,1,3
2297559208951808755,neighbor,1,3
2316916668497920495,neighbor,2,15
2246819857825792649,neighbor,3,10
1965041943314432583,neighbor,2,5
2254797969293312044,neighbor,3,5
2256799843483648902,neighbor,2,5
1497587911753728600,neighbor,1,3
2189064501460992657,neighbor,1,6
2325340911304704773,neighbor,1,6
2161392446603264699,neighbor,1,10
1408863165218816310,neighbor,2,6
2019260595437568296,neighbor,1,4
1620656491855872677,neighbor,1,3
2153168431480832501,neighbor,1,4
2093146699726848247,neighbor,2,3
1955414530850816384,neighbor,1,4
1739538409979904477,neighbor,2,4
1973344601636864120,neighbor,1,5
2131570685116416465,neighbor,2,8
2159059054624768682,neighbor,2,3
1777219751903232924,neighbor,1,6
1656894867374080416,neighbor,1,3
2028423673282560983,neighbor,1,5
2183692814385152884,neighbor,1,3
1976698987872256223,neighbor,1,6
1823626655432704302,neighbor,2,6
1842545625661440515,neighbor,1,4
1524326163546112531,neighbor,2,4
1729825131724800129,neighbor,1,3
1642182414958592985,neighbor,1,3
2083925799206912937,neighbor,1,3
1666914220769280800,neighbor,1,5
1788065743896576366,neighbor,1,6
1719099071660032671,neighbor,5,3
1441345751220224036,neighbor,1,3
2019074670329856753,neighbor,1,5
2122764810977280959,neighbor,2,3
2356223001231360368,neighbor,1,4
1972810045980672045,neighbor,1,3
2291503506391040075,neighbor,1,6
2250250530062336912,neighbor,1,3
2343219224379392566,neighbor,1,3
1999548507488256470,neighbor,1,5
1901083337162752602,neighbor,2,4
2061131644403712920,neighbor,1,4
2221837685620736366,neighbor,1,3
2326563676749824636,neighbor,1,4
1882101292990464519,neighbor,1,3
1819041358413824889,neighbor,2,3
1864836732420096233,neighbor,2,5
1966944915816448961,neighbor,1,3
2076922955694080585,neighbor,1,8
2070830611693568271,neighbor,1,3
2067698271911936345,neighbor,1,4
1804135405977600384,neighbor,1,4
1577976856576000234,neighbor,1,13
2243966078550016223,neighbor,1,5
2293805625638912587,neighbor,1,4
2374284781551616382,neighbor,1,5
2022293597323264518,neighbor,1,5
1810379608948736510,neighbor,1,3
1781428157153280127,neighbor,1,4
1874398587912192234,neighbor,1,6
2279472187310080453,neighbor,5,13
2537581820510208196,neighbor,2,8
2172993866301440288,neighbor,4,11
2460442823753728524,neighbor,2,5
2530107721777152330,neighbor,2,11
2512347855847424268,neighbor,2,4
2530740902297600396,neighbor,2,3
2024851107741696707,neighbor,4,11
2534646151643136877,neighbor,4,15
2502044732620800523,neighbor,4,10
2251058327846912341,neighbor,2,6
2053771572019200803,neighbor,2,11
1776908383551488119,neighbor,2,3
1916905124265984744,neighbor,1,3
1992558045560832357,neighbor,1,7
2004689121968128216,neighbor,1,7
2013514977771520669,neighbor,1,6
1885310011047936253,neighbor,4,7
2018398984732672601,neighbor,1,6
1744342565781504072,neighbor,2,3
2004755475857408580,neighbor,3,16
2111708734685184745,neighbor,1,4
2016914670878720740,neighbor,2,3
2128134853885952240,neighbor,1,3
2012549734203392577,neighbor,2,3
2361600862322688360,neighbor,2,4
2429428915240960444,neighbor,3,8
2161973592588288330,neighbor,3,11
1996666156613632386,neighbor,1,3
2009820836134912238,neighbor,1,3
2170512625106944089,neighbor,1,7
2368749315293184504,neighbor,2,3
2483189306097664657,neighbor,1,3
2306237517529088344,neighbor,1,4
2263541465743360451,neighbor,1,3
2532324033953792557,neighbor,1,8
2184503455907840595,neighbor,1,3
2322232353226752585,neighbor,1,3
2021366932963328676,neighbor,1,235
1620548614356992302,neighbor,1,5
1722952915615744928,neighbor,1,6
1735636029538304469,neighbor,1,5
1592388149575680141,neighbor,1,5
2072727175299072654,neighbor,1,9
2023395457761280460,neighbor,1,4
2057643812192256062,neighbor,2,13
1898809747570688208,neighbor,1,5
2319073698381824593,neighbor,6,19
2414840530337792842,neighbor,3,8
2422129316331520792,neighbor,5,6
2225760978862080495,neighbor,6,12
2227985067278336815,neighbor,1,3
2367171560734720846,neighbor,4,6
2504576422903808724,neighbor,4,7
1635078824263680414,neighbor,1,6
2007895516381184457,neighbor,1,5
2178508528812032553,neighbor,1,4
1730678571925504276,neighbor,1,3
1982952879685632799,neighbor,1,3
2102641647681536504,neighbor,1,3
2208364733923328488,neighbor,1,3
2309314165342208782,neighbor,1,5
2183172494196736972,neighbor,1,4
1988684689702912922,neighbor,1,6
1789591799463937005,neighbor,2,4
1976328664383488786,neighbor,1,4
2161306295599104826,neighbor,3,3
1745014996598784927,neighbor,2,3
1789355047780352037,neighbor,1,3
2068506505904128336,neighbor,1,4
2183046111428608525,neighbor,2,5
2358124941934592712,neighbor,1,7
2407156523466752495,neighbor,2,3
1751087845474304636,neighbor,1,3
2082431108644864561,neighbor,1,5
1809908672495616994,neighbor,1,7
2172981761540096611,neighbor,1,3
1966861516275712639,neighbor,1,4
2134434757214208298,neighbor,1,3
