sender_id,receiver_id,weight
2429428915240960444,2164338483789824028,4
2431323180367872727,2016038807928832315,3
2431323180367872727,2516498044157952979,2
2431323180367872727,2516510895505408333,3
2431323180367872727,2517054938677248582,2
2433097236742144702,2309752755322880365,1
2433764835721216465,2191398153486336785,2
2433764835721216465,2222012143501312061,3
2441857736900608975,2477220224303104541,1
2441857736900608975,2477365221392385019,1
2444493890519040323,2167743017123840485,1
2445862827458560778,2296365325484032672,2
2460442823753728524,1641632055164928984,1
2460442823753728524,2512347855847424268,1
2465570528165888588,2207474392236032304,1
2469878934011904289,2087967287934976056,1
2469878934011904289,2222012143501312061,2
2474543780200448211,2475623679262720603,3
2474543780200448211,2477220224303104541,3
2475623679262720603,2474543780200448211,2
2475623679262720603,2477220224303104541,2
2475623679262720603,2477365221392385019,3
2477220224303104541,2475623679262720603,4
2477220224303104541,2477365221392385019,1
2477365221392385019,2474543780200448211,1
2477365221392385019,2475623679262720603,1
2477365221392385019,2477220224303104541,1
2496663407034368422,2131570685116416465,4
2497304690950144312,2171445832581120037,1
2497304690950144312,2490232414928896655,1
2497304690950144312,2535394860072960899,1
2502044732620800523,1641632055164928984,3
2502044732620800523,2251058327846912341,2
2504576422903808724,2319073698381824593,1
2504576422903808724,2422129316331520792,1
2512347855847424268,1641632055164928984,2
2512767227527168032,1814227060785152132,1
2516498044157952979,2016038807928832315,6
2516498044157952979,2408979644809216432,1
2516498044157952979,2431323180367872727,2
2516498044157952979,2516510895505408333,3
2516498044157952979,2517054938677248582,4
2516498044157952979,2517066447847424163,5
2516510895505408333,2016038807928832315,4
2516510895505408333,2408979644809216432,2
2516510895505408333,2431323180367872727,2
2516510895505408333,2516498044157952979,3
2516510895505408333,2517054938677248582,2
2516510895505408333,2517066447847424163,3
2517054938677248582,2016038807928832315,2
2517054938677248582,2408979644809216432,1
2517054938677248582,2431323180367872727,2
2517054938677248582,2516498044157952979,3
2517066447847424163,2016038807928832315,2
2517066447847424163,2408979644809216432,1
2517066447847424163,2431323180367872727,3
2517066447847424163,2516498044157952979,3
2517066447847424163,2516510895505408333,3
2521023706562560035,2475623679262720603,2
2521023706562560035,2477220224303104541,1
2521023706562560035,2477365221392385019,1
2522317791952896337,1952727231889408908,1
2522317791952896337,1960365311131648934,2
2525840671768576689,2029562804305920283,1
2530107721777152330,1641632055164928984,5
2530740902297600396,1641632055164928984,1
2530740902297600396,2534646151643136877,1
2534646151643136877,1641632055164928984,9
2534646151643136877,2279472187310080453,1
2537581820510208196,1641632055164928984,4
2537581820510208196,2172993866301440288,1
2544534986686464359,2142281737961472845,1
2552531695697920704,1524604422062080654,1
2556445417537536432,2474543780200448211,1
2556445417537536432,2477365221392385019,2
2558926054752256924,2477365221392385019,2
2581015264493568139,2087967287934976056,1
