user_id,seed_type,degree_in_subset,sent_events
2074930090868736059,pattern012,0,7
2171934410276864254,pattern012,0,3
2544508512239616906,pattern012,0,3
2300195974938624977,pattern012,0,5
1794396961898496903,pattern012,0,8
2151844885299200587,pattern012,0,4
2301299706036224066,pattern012,0,7
1909571190784000683,pattern012,0,3
2062058661085184927,pattern012,0,3
2238976031195136563,pattern012,1,3
2108282458079232735,pattern012,0,3
2011486293590016198,pattern012,0,11
1798721884913664951,pattern012,0,4
1900441164054528501,pattern012,0,5
2121972917993472923,pattern012,0,5
2311181352042496736,pattern012,0,6
1964757150072832333,pattern012,0,8
2248155567489024161,pattern012,1,6
2290253553467392971,pattern012,0,3
2094469583208448324,pattern012,0,6
2034919760986112257,pattern012,0,6
1561974404022272917,pattern012,0,6
2035992261296128364,pattern012,0,7
1873524469792768823,pattern012,0,4
1640207510142976020,pattern012,1,11
1823345712562176653,pattern012,0,5
2294147176202240323,pattern012,0,12
1501091095117824534,pattern012,0,4
2290119109246976817,pattern012,0,5
2508418472476672751,pattern012,0,7
1761755671822336136,pattern012,0,5
1774970396999680304,pattern012,0,7
2082897204871168031,pattern012,0,9
2127165474734080883,pattern012,0,5
2043961766051840995,pattern012,0,4
2330679496933376398,pattern012,0,6
2310006091284480266,pattern012,0,5
2252670333091840234,pattern012,0,5
2021954051637248353,pattern012,0,4
1955440208379904470,pattern012,0,4
1781740901236736580,pattern012,0,15
2290969059786752286,pattern012,0,4
2538257220894720175,pattern012,0,4
2420069862735872981,pattern012,0,4
2031325594779648965,pattern012,0,5
2036683457429504891,pattern012,0,6
2244493294174208744,pattern012,0,9
1993876625686528431,pattern012,0,3
2023776795492352850,pattern012,1,4
2522791463092224057,pattern012,0,4
1617848707317760255,pattern012,0,5
1824936192638976867,pattern012,0,10
1772732475768832461,pattern012,0,3
2482450949210112498,pattern012,0,7
2427308946227200480,pattern012,0,3
2266999593893888152,pattern012,0,3
1758344192720896514,pattern012,0,5
2468542930747392013,pattern012,0,9
2064977393352704294,pattern012,0,4
2037090648850432655,pattern012,0,3
2139541875982336483,pattern012,0,5
2309984733888512249,pattern012,0,6
1859055672885248311,pattern012,0,3
1725036192858112476,pattern012,0,3
1808154438402048427,pattern012,0,4
1811058381553664749,pattern012,0,4
2434327627431936305,pattern012,0,4
2303164803973120535,pattern012,1,9
2527213534576640387,pattern012,0,3
2241411017605120606,pattern012,0,6
2369519565668352696,pattern012,0,4
1977411231023104577,pattern012,0,3
2054092092342272468,pattern012,0,6
2172095496716288850,pattern012,0,7
2190824926347264154,pattern012,0,5
2259824347709440623,pattern012,0,5
1861098911301632629,pattern012,0,4
2056916385660928824,pattern012,0,12
1896196897505280036,pattern012,0,3
2420247625728000094,pattern012,0,21
2043657368633344906,pattern012,0,6
2289542249840640043,pattern012,0,4
2003938744205312297,pattern012,0,5
2030057690234881001,pattern012,0,5
2035854964948992438,pattern012,0,7
2004758663528448265,pattern012,2,8
2084252149612544709,pattern012,0,10
2003869445914624892,pattern012,0,4
1777345102872576955,pattern012,0,7
1775599098003456781,pattern012,1,13
2082809518751744797,pattern012,0,4
1288551845068800374,pattern012,0,4
1846818883239936143,pattern012,1,10
2335730319753216013,pattern012,0,3
2391578987462656534,pattern012,0,6
2279366843170816077,pattern012,0,8
2440380746301440078,pattern012,0,5
1853085282467840756,pattern012,0,10
2276527911731200895,pattern012,0,3
1216706328395776325,pattern012,0,4
2075920491872256516,pattern012,0,4
1769178239336448800,pattern012,0,8
2443736575377408431,pattern012,0,13
2020645999214592411,pattern012,0,11
2309310499520512672,pattern012,0,3
2019228022472704009,pattern012,0,4
1883610982383616005,pattern012,0,4
2290205209919488402,pattern012,0,3
1977982688165888324,pattern012,0,5
2025167022718976274,pattern012,0,4
2229477392252928102,pattern012,0,5
1791070920769536937,pattern012,0,5
2076930857762816209,pattern012,1,5
2051742309023744703,pattern012,0,14
1776234442784768869,pattern012,0,17
2033092336287744706,pattern012,0,4
2257758015455232152,pattern012,0,4
1979369392177152454,pattern012,0,3
1721911973249024777,pattern012,1,5
1757298628231168648,pattern012,0,7
2149080838963200182,pattern012,0,3
2121465054887936275,pattern012,0,6
2144529247371264371,pattern012,0,10
2017064499806208952,pattern012,1,10
1532820979712000565,pattern012,0,10
2298674122063872829,pattern012,0,4
2232207003353088190,pattern012,1,4
2247693455851520187,pattern012,0,4
2217828140711936404,pattern012,0,4
2251204054745088550,pattern012,0,10
2298353895342080502,pattern012,0,4
2208851650674688597,pattern012,1,5
2256892915089408094,pattern012,0,3
