user_id,reappeared,w1_events,w1_partners,w1_max_tie,w1_recip_frac,tenure_days,peer_w1_events,peer_w3_frac
1821855627345920487,0,3,0,0,0.0,33,0,0.0
2250956632752128432,0,3,3,1,0.0,34,0,0.0
1758226802540544459,0,3,3,1,0.0,25,0,0.3333333333333333
2162891843174400329,0,4,4,1,0.0,33,2,0.0
2325038082555904530,0,3,1,3,0.0,30,1,0.0
2486193627332608406,0,4,1,6,1.0,7,2,0.0
2195358910251008328,0,5,3,2,0.0,33,1,0.0
1596582470352896051,0,3,2,2,0.0,31,3,0.0
1414171283423232830,0,3,3,2,0.0,29,1,0.0
2021389926137856408,1,3,0,0,0.0,28,0,0.0
2016047817293824191,1,4,2,3,0.5,30,6,0.0
1510296300552192633,0,3,2,2,0.0,26,0,0.0
2050404418322432188,0,3,3,1,0.0,24,1,0.0
1751087769976832261,0,3,3,1,0.0,19,0,0.0
1624821645443072311,0,3,1,2,0.0,30,0,0.0
2061868944326656657,0,4,3,2,0.0,24,8,0.0
1397054051975168300,1,3,0,0,0.0,30,0,0.0
1476783593488384999,0,3,2,1,0.0,31,2,0.0
1484403570114560741,0,3,1,1,0.0,32,1,0.0
2197942249193472856,0,4,2,3,0.0,33,0,0.0
1819886963654656411,0,3,3,1,0.0,25,0,0.0
1962043854815232996,0,3,3,1,0.0,6,1,0.3333333333333333
2347608244748288224,0,3,2,2,0.0,13,0,0.0
2341796055089152643,0,3,3,1,0.0,29,0,0.3333333333333333
2280842709696512041,0,4,3,2,0.0,32,1,0.0
2289543491354624289,0,3,4,2,0.0,13,4,0.0
1607559257522176423,0,3,2,1,0.0,33,1,0.0
1973617155899392409,0,4,4,2,0.5,22,4,0.0
1492775627390976961,0,4,1,4,0.0,29,1,0.0
1484297580052480312,0,3,2,1,0.0,31,4,0.0
2530416783261696957,0,4,1,4,0.0,31,1,0.0
2172711530921984110,0,4,2,3,0.0,25,0,0.0
2231349243019264380,0,3,1,2,0.0,32,2,0.0
1033968296132608578,0,3,3,1,0.0,34,1,0.0
1797575397081088326,0,3,0,0,0.0,22,0,0.0
1688550798000128127,0,3,3,1,0.0,32,0,0.0
1772740310728704703,0,3,2,2,0.0,24,0,0.0
1998148264263680210,0,3,3,1,0.0,21,2,0.0
2372701700227072302,0,4,2,4,0.0,28,1,0.0
2367148357844992379,0,3,3,2,0.3333333333333333,29,6,0.0
2211724539199488555,0,4,3,2,0.0,28,3,0.0
2120859288338432556,0,3,0,0,0.0,23,0,0.0
2533610619928576746,0,4,4,1,0.0,13,1,0.0
2066341230018560706,0,3,2,2,0.0,22,1,0.0
1281418558701568905,0,3,0,0,0.0,3,0,0.0
1721996874350592854,0,3,3,1,0.0,32,1,0.0
2052391738277888211,0,4,2,1,0.0,28,0,0.0
2017700431790080397,0,3,2,1,0.0,33,1,0.0
2404543363022848160,0,3,1,3,0.0,29,0,0.0
2407481506529280245,0,4,3,3,0.3333333333333333,25,4,0.3333333333333333
1690359616765952410,0,3,3,1,0.0,33,2,0.0
1787358760402944256,0,3,5,2,0.2,29,9,0.0
1679414312042496825,0,4,1,1,0.0,23,2,0.0
2014896573120512839,0,3,5,1,0.0,28,4,0.0
1580779960270848019,0,3,3,1,0.0,27,2,0.0
2285679899836416885,0,3,1,1,0.0,29,3,0.0
2380106282565632887,0,3,3,2,0.3333333333333333,15,3,0.0
1840866394112000834,0,4,6,1,0.0,32,9,0.0
2548383478710272647,1,3,3,1,0.0,7,0,0.0
1859625460695040750,0,3,1,1,0.0,33,0,1.0
1987207850098688960,0,3,3,1,0.0,27,2,0.0
2330530733359104836,0,4,1,1,0.0,20,1,1.0
2461983634882560162,0,3,5,2,0.2,33,8,0.0
2149692561424384195,0,3,4,2,0.25,22,3,0.0
2124203104927744248,0,3,1,3,0.0,29,0,0.0
2477269188608000211,0,4,1,4,0.0,23,0,0.0
1755976608776192199,0,3,1,1,0.0,32,0,0.0
2185792139034624134,0,3,2,2,0.0,19,1,0.0
1785831169720320408,0,3,1,1,0.0,34,2,0.0
2316168522104832502,0,3,0,0,0.0,21,0,0.0
2335928114741248519,0,3,3,1,0.0,31,4,0.0
1897978914668544041,0,3,1,3,1.0,32,2,0.0
2296690694422528384,0,3,4,1,0.0,32,2,0.0
2415486042112000800,0,3,1,3,0.0,29,0,0.0
2479390474633216057,0,3,3,2,0.0,31,1,0.0
1990152192786432306,0,4,4,1,0.0,32,1,0.0
2395257291407360168,0,3,2,2,0.0,33,1,0.0
2138751098683392257,0,3,2,1,0.0,8,1,0.0
2278102864494592359,0,3,1,3,0.0,32,1,0.0
1864737520353280016,0,3,3,1,0.0,3,2,0.0
2025156838948864154,0,3,2,2,0.0,30,0,0.0
2257807457910784768,0,3,3,1,0.0,30,4,0.0
2356351900581888758,0,3,3,2,0.0,14,5,0.0
2407002986774529014,0,3,2,3,0.0,33,1,0.0
1920480952975360336,0,3,1,3,0.0,13,0,0.0
2331463856947200765,0,3,1,4,1.0,30,1,0.0
2315771682226176451,0,3,3,1,0.0,28,1,0.0
1491504057024512136,0,3,3,1,0.0,27,4,0.0
2098977193328640260,0,3,3,1,0.0,22,2,0.3333333333333333
1931537624858624656,0,4,5,1,0.0,24,1,0.2
2287009771028480948,0,3,2,1,0.0,14,2,0.0
2389631010078720405,0,5,4,3,0.25,27,2,0.0
2098878736236544183,0,4,5,2,0.0,32,7,0.0
1704836164747264974,0,3,3,1,0.0,29,5,0.0
2441878683254784011,0,3,2,2,0.0,30,2,0.0
1716399936372736802,0,3,2,2,0.0,28,5,0.0
2061793706901504601,1,3,1,4,1.0,23,5,0.0
1414775363862528877,0,5,1,1,0.0,30,1,0.0
2119229289529344617,0,7,4,3,0.5,32,11,0.0
2354935475732480399,0,3,7,3,0.2857142857142857,23,22,0.0
2011122957811712527,0,3,2,2,0.0,29,2,0.0
1768912563732480079,0,4,2,1,0.0,31,0,0.0
2308437799075840467,0,3,3,2,0.0,29,3,0.0
2104091618574336848,0,3,2,2,0.0,30,3,0.0
1985069451313152641,0,3,0,0,0.0,26,0,0.0
1968528391405568197,0,3,2,2,0.0,24,4,0.0
1816351106662400380,0,3,1,3,0.0,27,0,0.0
2223650186985472109,0,3,2,3,1.0,33,3,0.0
2301328118251520296,0,8,1,3,1.0,31,3,0.0
2132424804794368988,0,3,4,1,0.0,27,2,0.0
2039461621792768966,0,3,3,1,0.0,26,1,0.3333333333333333
1853283278782464512,0,3,3,2,0.3333333333333333,28,3,0.0
1531213537869825004,0,3,1,1,0.0,24,0,0.0
2286393300615168572,0,3,2,2,0.5,30,2,0.0
2475644290072576136,0,6,2,4,0.0,33,2,0.0
1933625926877184674,0,3,2,4,0.5,22,5,0.0
1783062333489153014,0,3,2,1,0.0,24,0,0.0
2014879082872832359,0,4,3,2,0.3333333333333333,13,3,0.0
2230219607900160260,0,3,2,2,0.0,16,0,0.0
1882727485800448349,0,4,3,1,0.0,12,1,0.0
2298420190511104483,0,4,3,4,0.0,33,14,0.0
1942456153145344037,0,3,4,3,0.25,20,7,0.0
2388045143736320087,0,5,5,2,0.0,26,10,0.0
1018177068728320158,0,7,2,2,0.0,29,4,0.0
2289725347987456117,0,3,4,2,0.25,25,4,0.0
1761756124807168801,0,3,2,1,0.0,20,3,0.0
2025651632603136346,0,5,4,2,0.0,24,8,0.0
2125733052809216506,0,3,3,4,0.3333333333333333,27,5,0.0
2175607974658048673,0,3,1,3,0.0,25,0,0.0
1671023321677824577,0,3,2,2,0.0,28,0,0.0
1843085399031808148,0,3,1,3,0.0,33,0,0.0
2023412184645632508,0,3,1,3,0.0,32,0,0.0
1656728865210368281,0,3,2,2,0.0,31,0,0.0
1400899029172224841,0,3,3,3,0.3333333333333333,7,4,0.0
2099389006872576961,0,3,3,2,0.0,13,4,0.0
2338887926022144946,0,3,3,1,0.0,5,2,0.0
2085162196140032123,0,4,6,2,0.16666666666666666,26,21,0.0
2334673338368000027,0,3,1,3,0.0,33,0,0.0
2360760684511232677,0,3,3,1,0.0,25,1,0.0
1419691029430272967,0,3,0,0,0.0,20,0,0.0
2325741266010112097,0,3,4,1,0.0,25,7,0.0
2253827491233792335,0,3,4,1,0.0,27,9,0.0
2417121074085888324,0,3,3,2,0.3333333333333333,19,1,0.0
1525692139307008391,0,3,0,0,0.0,8,0,0.0
1982795828166656586,0,3,4,2,0.25,14,11,0.0
2140034253717504851,0,3,1,3,0.0,23,1,0.0
2000150499164160155,0,3,3,1,0.0,14,0,0.0
1653817011601408328,0,3,2,3,0.5,26,1,0.0
1921276293677056265,0,5,4,2,0.0,33,0,0.0
1989784956305408018,0,3,1,6,1.0,32,3,0.0
2004053408088064248,0,4,4,2,0.25,24,1,0.0
1931601210507264900,0,3,3,1,0.0,30,9,0.3333333333333333
2522140532277248702,0,3,3,2,0.0,26,3,0.0
1643575242653696251,0,4,0,0,0.0,22,0,0.0
1801795487662080954,0,4,1,1,0.0,33,0,1.0
2421648674258944517,0,3,3,2,0.0,28,13,0.0
2369177964773376217,0,3,4,2,0.0,12,2,0.0
1985105354555393020,0,4,4,4,0.25,32,7,0.0
2022125363789824363,0,3,2,1,0.0,25,8,0.0
2411574484533248039,0,3,2,3,0.5,22,2,0.0
2284334954315776771,0,3,3,1,0.0,34,2,0.3333333333333333
2465767970832384159,0,3,3,1,0.0,24,2,0.0
2102506532372480686,0,3,2,2,0.0,31,1,0.0
2408410679083008493,0,3,3,1,0.0,16,2,0.0
2368427771559936078,0,4,4,1,0.0,14,1,0.0
2296763373322240238,0,3,1,1,0.0,22,0,0.0
1487976370536448903,0,4,3,2,0.0,26,1,0.0
2416901242224640865,0,3,1,3,0.0,33,0,0.0
1412613611192320232,0,3,2,1,0.0,31,1,0.0
1947502420951040814,0,3,2,2,0.0,24,1,0.0
1410865651777536961,0,3,1,1,0.0,33,1,0.0
2211427087548416252,0,3,2,2,0.0,28,0,0.0
1381949893509120126,0,5,4,1,0.0,32,6,0.0
1890051050962944601,0,4,2,3,0.5,28,2,0.0
1885839575482368718,0,4,4,1,0.0,25,5,0.0
1440224504709120696,0,3,2,1,0.0,7,4,0.0
1967196968321024413,0,3,4,1,0.0,25,4,0.0
2406378589126656556,0,3,2,3,0.5,25,1,0.0
2264280535662592748,0,3,1,3,0.0,28,0,0.0
1958303106072576239,1,7,5,3,0.4,28,32,0.0
1798231830822912590,0,3,4,2,0.25,30,15,0.0
2092447274369024503,0,3,1,1,0.0,25,0,0.0
1816422971867136230,0,3,3,1,0.0,25,0,0.0
2200269299384320941,0,3,4,2,0.0,34,3,0.0
2518428103475200310,0,3,3,1,0.0,20,2,0.0
1793123671867392525,0,3,1,1,0.0,20,3,0.0
1307348727496704365,0,4,1,1,0.0,28,0,0.0
1906119085654016200,0,3,2,4,0.5,21,3,0.0
1964073033924608959,0,5,3,1,0.0,5,3,0.0
1687311129509888368,0,6,4,3,0.0,31,4,0.0
1728632640765952322,0,3,2,3,0.5,32,2,0.0
2401687033610240225,0,3,1,3,0.0,32,0,0.0
1495061623734272893,0,7,3,1,0.0,23,2,0.0
2073636567515136743,0,8,3,3,0.0,30,2,0.0
2289560352456704581,0,3,3,3,0.3333333333333333,20,11,0.0
2138890181804032579,0,3,0,0,0.0,28,0,0.0
2280675080142848880,0,3,1,1,0.0,27,0,0.0
1833793430224896999,0,4,0,0,0.0,27,0,0.0
2189002660642816220,0,3,3,2,0.3333333333333333,30,3,0.0
1914906320306176012,0,3,3,1,0.0,25,6,0.0
1094058168549376944,0,3,4,1,0.0,28,3,0.25
1652500276969472428,0,3,4,1,0.0,22,1,0.0
1823598721368064189,0,3,3,2,0.3333333333333333,23,4,0.0
2229414385418240375,0,3,3,2,0.0,26,3,0.0
2348882549800960640,0,3,1,5,1.0,21,2,0.0
1601788046213120123,0,3,2,2,0.0,24,2,0.0
1870688424034304444,0,3,2,2,0.0,31,4,0.0
2240895596363776034,0,4,4,3,0.5,31,8,0.0
2103175330922496214,0,3,3,1,0.0,30,4,0.0
2024367991029760871,0,3,3,1,0.0,27,5,0.0
1289979141554176807,0,3,1,1,0.0,15,0,0.0
1410600571764736247,0,5,1,1,0.0,33,2,0.0
1739898281263104575,0,3,1,3,0.0,32,0,0.0
1990695732641792578,0,4,4,1,0.0,25,1,0.0
1201352566898688782,0,5,0,0,0.0,22,0,0.0
1905557527068672258,0,3,1,3,0.0,30,0,0.0
1644305177378816897,0,3,1,3,0.0,27,1,0.0
1785328624992256015,0,3,0,0,0.0,28,0,0.0
1659273037742080261,0,3,2,2,0.0,31,2,0.5
2027642584825856261,0,3,3,1,0.0,20,1,0.0
1539353029378048609,0,6,0,0,0.0,8,0,0.0
2011993930203136683,0,3,3,2,0.3333333333333333,31,5,0.0
2416973493305344794,0,3,1,4,1.0,24,3,0.0
1386263265411072544,0,3,4,1,0.0,14,1,0.0
1243630413021184828,0,3,0,0,0.0,6,0,0.0
1970649090228224787,0,4,2,1,0.0,32,0,0.0
1970384035381248550,0,3,3,1,0.0,33,1,0.3333333333333333
2124237942816768467,0,3,3,1,0.0,24,2,0.0
2207755158945793001,0,3,2,2,0.0,33,2,0.0
1919818487824384632,0,3,2,1,0.0,14,0,0.0
1854620951379968092,0,3,1,3,0.0,32,3,0.0
2489570704752640824,0,3,1,3,0.0,32,0,0.0
2066844286451712528,0,3,4,1,0.0,32,3,0.0
1564122936246272433,0,3,2,1,0.0,32,1,0.0
2079844254875648333,0,5,1,6,1.0,33,1,0.0
2205586049466368323,0,4,1,4,0.0,27,0,0.0
2212395980161024030,0,3,1,1,0.0,26,0,0.0
2301127655686144207,0,3,2,2,0.0,26,0,0.0
2293811388612608192,0,3,3,3,0.3333333333333333,32,7,0.0
2040947579813888755,0,3,5,5,0.2,28,11,0.0
2057579941330944800,0,3,3,1,0.0,33,2,0.0
2147480678432768053,0,3,4,1,0.0,12,5,0.0
1792329757229056709,1,3,3,2,0.0,32,2,0.0
2108134977961984215,0,5,5,2,0.2,26,8,0.0
2036133852610560375,0,3,3,1,0.0,22,3,0.3333333333333333
2233157910790144681,0,3,1,4,1.0,32,2,0.0
2244798765334528288,0,3,2,2,0.0,6,1,0.0
1812092940189696032,0,3,1,1,0.0,31,0,0.0
1869100787695616297,0,3,2,6,0.5,3,5,0.0
1554724658610176385,0,3,1,3,0.0,23,0,0.0
2529699909599232139,0,4,3,2,0.0,30,1,0.0
1340902219972608687,0,3,2,1,0.0,32,0,0.0
1979819977867264786,0,3,3,1,0.0,31,0,0.0
2206260753596416228,0,3,2,2,0.0,30,0,0.0
2119994917781504083,0,3,2,2,0.5,25,1,0.0
1785217358495744948,0,3,1,3,1.0,23,4,0.0
2297364526137344011,0,3,1,4,1.0,32,1,0.0
1682951637041152106,0,3,4,1,0.0,28,6,0.0
1961006133673984329,0,3,1,1,0.0,32,0,0.0
2199798757195776464,0,3,1,1,0.0,13,1,0.0
2166327137533952837,0,3,1,2,0.0,20,0,0.0
2195983895101440779,0,3,2,2,0.0,31,2,0.0
1569807694561280447,0,3,3,2,0.3333333333333333,5,6,0.0
1632013685620736127,0,3,2,1,0.0,24,1,0.0
2308207523397632048,0,3,4,1,0.0,31,2,0.0
1417984803340289004,0,4,2,3,0.0,19,0,0.0
1721555440631808828,0,3,2,2,0.5,22,1,0.0
1857044554448896708,0,5,2,1,0.0,32,1,0.0
1483511634591744882,0,8,11,1,0.0,5,9,0.0
2172347901542400082,0,3,3,1,0.0,26,1,0.0
1619230780817408520,0,3,2,2,0.0,33,1,0.0
2512756213284864795,0,3,1,3,0.0,30,0,0.0
1812164587290624657,0,4,3,2,0.0,33,1,0.0
2315590035308544722,0,3,1,3,0.0,25,0,0.0
2265545638412288968,0,3,1,3,0.0,22,0,0.0
2256991690948608015,0,3,1,4,1.0,32,1,0.0
1753755380875264178,0,4,2,1,0.0,25,0,0.5
1281256759230464579,0,3,3,1,0.0,31,3,0.0
1787929361907712673,0,4,3,2,0.3333333333333333,29,1,0.0
1961162950311936056,0,3,2,2,0.5,30,5,0.0
2069344947273728748,0,3,3,5,0.3333333333333333,29,12,0.0
1522701692829696895,0,3,3,1,0.0,27,0,0.0
2330653030875136746,0,3,3,1,0.0,32,2,0.0
2115730719899648595,0,3,2,2,0.0,33,0,0.0
1758912227311616789,0,3,3,3,0.3333333333333333,24,8,0.0
2180027982544896384,0,3,1,3,0.0,29,1,0.0
1644375163535360133,0,5,1,1,0.0,26,0,0.0
2161889647788032858,0,4,4,2,0.0,33,5,0.0
2306656662716416645,0,3,3,1,0.0,12,0,0.0
1134313026355200200,0,4,3,1,0.0,31,8,0.0
2321328086450176953,0,6,6,1,0.0,25,2,0.16666666666666666
1585895341817856099,0,4,2,2,0.0,32,2,0.0
2212925821419520598,0,3,5,1,0.0,14,5,0.0
2026188058918912591,0,3,3,1,0.0,26,2,0.0
1974737269948416489,0,4,1,1,0.0,31,0,0.0
1503708248539136639,0,3,1,2,0.0,29,2,0.0
1849515384504320421,0,4,5,2,0.0,24,4,0.0
1439160711774208588,0,11,2,1,0.0,23,5,0.0
2461253565939712314,0,3,7,5,0.14285714285714285,33,10,0.0
1740276020281344576,0,4,2,2,0.0,23,2,0.0
2067141276729344211,0,4,5,2,0.2,30,7,0.0
1993175606493184057,0,4,1,5,1.0,32,2,0.0
2282599535869952025,0,3,2,2,0.5,16,2,0.0
1990347194368000152,0,4,4,2,0.0,33,16,0.25
2064804856463360966,0,3,2,3,0.0,34,1,0.0
1439995797700608595,0,3,2,2,0.0,20,1,0.0
1560451536125952374,0,5,4,3,0.0,27,1,0.0
2304806681051136369,0,3,2,1,0.0,30,2,0.0
2091617582317568729,0,3,0,0,0.0,33,0,0.0
2359754840080384186,0,3,3,2,0.3333333333333333,33,1,0.0
1941517920894976987,0,3,2,1,0.0,33,2,0.0
2098304494075904906,0,3,1,2,0.0,25,0,0.0
2437278429347840094,0,5,3,5,0.0,33,2,0.0
2175750882983936211,0,3,2,2,0.0,33,0,0.0
2043030471180288162,0,3,3,2,0.0,31,7,0.0
1883724018876416524,0,3,1,2,1.0,25,2,0.0
2527112124694528848,0,4,5,1,0.0,30,3,0.0
2178505718628352697,0,3,2,2,0.0,26,1,0.0
2174304242368512600,0,3,4,1,0.0,34,4,0.0
1754061330186240484,0,3,0,0,0.0,2,0,0.0
2397715229048832280,0,3,1,3,0.0,33,0,0.0
2249643010293760914,0,3,3,2,0.0,13,1,0.0
1671339387650048304,0,3,3,1,0.0,6,2,0.3333333333333333
1914988780322816279,0,3,2,3,0.5,19,7,0.0
1556050561990656722,0,4,3,2,0.0,22,6,0.0
1226473285353472104,0,3,1,1,0.0,28,0,0.0
1589305076088833000,0,3,2,2,0.0,30,0,0.5
1732081038131200630,0,3,2,2,0.0,20,0,0.0
1775772104654848636,0,4,3,1,0.0,23,5,0.0
2206878943674368586,0,3,2,1,0.0,29,3,0.0
1781537074839552242,0,3,2,3,0.5,25,1,0.0
1783037410934784234,0,3,2,3,0.0,19,2,0.0
2270058516578304113,0,3,3,2,0.3333333333333333,32,7,0.0
1540574955962368112,0,4,0,0,0.0,22,0,0.0
1999133556604928116,0,5,3,2,0.0,32,5,0.0
2336540390850560212,0,3,2,2,0.0,30,0,0.0
2449500203384833017,0,3,3,1,0.0,28,0,0.0
1961265048059904914,0,3,4,1,0.0,20,4,0.0
2276562003034112929,0,3,1,3,0.0,13,0,0.0
1837760839155712738,0,4,4,1,0.0,30,3,0.0
2098299335081984974,0,3,6,1,0.0,31,4,0.0
2074818950201345002,0,3,2,2,0.0,22,0,0.0
2025614823391232713,0,3,3,1,0.0,29,3,0.0
1851075917250560852,0,3,2,3,0.5,22,3,0.0
1239153345822720504,0,4,4,1,0.0,26,3,0.0
2162108556902400634,0,4,2,2,0.0,28,0,0.0
1881566343069696984,0,3,1,3,0.0,21,0,0.0
1709749632499712036,0,3,2,2,0.0,20,0,0.0
2218470448037888512,0,3,2,1,0.0,31,0,0.0
2218740099842048413,0,3,3,3,0.3333333333333333,8,2,0.0
1866198136389633001,0,3,2,1,0.0,14,2,0.0
2201312708001792680,0,3,3,1,0.0,23,1,0.0
2300508702244864946,0,3,3,1,0.0,28,1,0.0
2120441636323328158,0,3,1,1,0.0,15,0,0.0
2446079907856384959,0,3,3,1,0.0,33,0,0.0
1735226564804608822,0,4,2,1,0.0,30,0,0.0
1328617841754112646,0,3,2,3,0.5,33,5,0.0
2433706367123456199,0,6,5,3,0.6,31,15,0.0
2171110774800384291,0,3,2,2,0.0,30,4,0.5
1577909714157568901,0,4,1,1,0.0,31,1,0.0
2128006868893696003,0,3,3,1,0.0,25,1,0.0
1651841670578176971,0,5,4,1,0.0,32,6,0.0
1698037424455680652,0,3,1,3,0.0,31,0,0.0
1282286712520704268,0,3,3,2,0.3333333333333333,32,4,0.0
1611115456888832359,0,10,4,2,0.25,25,9,0.0
1559562503061504503,0,5,1,1,0.0,23,2,0.0
2091834679492608528,0,3,3,3,0.3333333333333333,27,7,0.0
2239696461627392007,0,4,2,3,0.0,13,0,0.0
1823446602350592705,0,4,5,1,0.0,30,5,0.2
1958102869999616073,0,5,3,1,0.0,33,10,0.0
2314705188159488569,0,3,2,2,0.0,26,0,0.0
1587903968837632213,0,3,1,1,0.0,26,0,0.0
1743786342350848459,0,4,5,3,0.2,28,5,0.0
2032351068553216468,0,3,0,0,0.0,30,0,0.0
1791587977789440539,0,4,0,0,0.0,25,0,0.0
2483697605410816278,0,5,2,8,0.5,20,11,0.0
2526566579961856986,0,3,2,3,0.5,33,5,0.0
1725801569452032348,0,3,2,1,0.0,13,3,0.0
2324921497681920849,0,4,6,2,0.16666666666666666,28,14,0.0
1340619523883008962,0,3,3,1,0.0,32,1,0.0
1928365162364928762,0,3,2,2,0.0,34,0,0.0
2162101401419776031,0,3,3,1,0.0,28,1,0.0
1993300638695424235,0,4,3,2,0.0,29,1,0.0
2006798462615552971,0,3,1,1,0.0,16,0,0.0
2330783029133312814,0,3,2,2,0.0,26,2,0.0
1229264821157888933,0,3,1,2,0.0,21,1,0.0
2011071627919360529,0,6,2,2,0.0,32,1,0.0
2111792645931008252,0,4,3,2,0.0,29,3,0.0
2408368308224000080,0,3,3,1,0.0,30,2,0.0
2046875985248256601,0,3,5,1,0.0,26,7,0.0
2096006837567489014,0,3,2,2,0.0,32,0,0.0
2164208007380992918,0,3,2,2,0.0,20,2,0.0
2264228811505664749,0,4,3,2,0.3333333333333333,6,2,0.0
1533486884192256070,0,4,2,1,0.0,29,0,0.0
2236060075556865013,0,3,3,1,0.0,19,1,0.3333333333333333
1429707899797504932,0,5,1,1,0.0,29,2,0.0
1801204619280384248,1,3,3,3,0.3333333333333333,33,3,0.0
1946860189122560586,0,3,1,2,0.0,15,3,0.0
1754627041132544648,0,4,3,2,0.0,28,1,0.0
1211036392751104276,0,4,4,2,0.0,31,4,0.0
1352108217466880416,0,3,3,1,0.0,22,4,0.0
2033383169327104217,1,3,2,2,0.0,33,6,0.0
1546836489797632864,0,3,2,1,0.0,28,2,0.0
1934516075626496351,0,3,2,1,0.0,24,1,0.0
1843040377372673012,0,4,2,2,0.0,26,1,0.0
1380430464942080060,0,3,3,1,0.0,32,1,0.0
1967147534254080327,0,5,2,1,0.0,32,4,0.0
1515975228784640147,0,3,2,1,0.0,25,3,0.0
1753180870279168453,0,3,1,1,0.0,22,1,0.0
2415751432503296213,0,3,3,2,0.0,29,1,0.0
2301028393287680840,0,3,2,3,0.5,33,2,0.0
1766949956616192933,0,3,1,3,1.0,32,2,0.0
2299399518552064589,0,5,1,1,0.0,19,0,0.0
2036608823984128885,0,5,4,4,0.25,30,6,0.0
2523574942302208469,0,5,5,1,0.0,27,6,0.0
1324943245574144517,0,4,5,1,0.0,3,8,0.2
1996286874091520117,0,4,2,1,0.0,28,4,0.0
2191835032190976774,0,3,1,3,0.0,29,1,0.0
2031537390354432263,0,3,2,2,0.0,30,0,0.0
2228421476220928448,0,3,3,1,0.0,23,0,0.0
1450702958231552287,0,4,2,3,0.0,32,2,0.0
2023806566662145020,0,3,2,1,0.0,32,4,0.0
2203177529114624751,0,3,3,1,0.0,28,2,0.0
2122100349337600666,0,4,3,3,0.0,31,4,0.0
2041521075388416279,0,3,2,2,0.0,13,0,0.0
2339513321914368507,0,3,3,2,0.3333333333333333,29,1,0.0
1784384797540352228,0,4,2,3,0.5,29,7,0.0
2254142080811008747,0,3,3,3,0.3333333333333333,31,3,0.0
1603998880628736814,0,3,1,2,0.0,32,0,0.0
1508993457455104062,0,3,3,1,0.0,32,2,0.0
2385432838930432720,0,3,1,3,0.0,32,0,0.0
1590694632226816748,0,3,3,2,0.0,33,4,0.0
1529940180729856317,0,3,2,1,0.0,31,1,0.5
2278797659340800669,0,4,3,1,0.0,22,2,0.0
1935060706000896589,0,3,1,1,0.0,31,0,0.0
2368682944626688980,0,3,3,1,0.0,22,0,0.0
2510600206811136281,0,6,1,6,0.0,31,0,0.0
1624865064878081023,0,3,2,1,0.0,20,4,0.0
2302704948871168811,0,4,3,4,0.3333333333333333,29,4,0.0
2511207533641728312,0,3,1,3,1.0,31,1,0.0
1215543818321920486,0,5,1,1,0.0,15,0,0.0
1772240509075456787,0,3,1,1,0.0,33,1,0.0
1762586009796608026,1,3,3,1,0.0,28,3,0.0
2370115920199680490,0,3,4,1,0.0,31,1,0.0
2552020426817536505,0,3,1,5,1.0,0,7,0.0
1569211725905920246,0,3,5,1,0.0,30,2,0.0
2147395760553984917,0,3,1,1,0.0,26,2,0.0
2468192572145665017,0,3,1,3,0.0,25,0,0.0
1887326061985792564,0,3,2,1,0.0,31,2,0.0
1600799708807168377,0,3,0,0,0.0,13,0,0.0
1407589959073792182,0,4,2,3,0.0,31,1,0.0
1953046200320000855,0,3,2,2,0.0,28,1,0.5
1735797870952448323,1,3,2,3,0.0,24,2,0.0
2110642584551424283,0,3,4,5,0.25,24,34,0.25
2368343960977408214,0,3,2,2,0.0,25,3,0.0
2298846197579776418,0,3,2,2,0.0,24,0,0.0
2393714165022720595,0,3,2,2,0.0,24,4,0.0
2528743004307456209,0,3,2,2,0.0,32,2,0.0
2129169647403008136,0,3,3,2,0.0,14,2,0.0
1774217250996224786,0,4,3,2,0.3333333333333333,28,4,0.0
1603086778892288892,0,3,1,3,0.0,32,0,0.0
1919156660207616875,0,3,2,2,0.0,24,0,0.5
1820019000344576870,0,3,2,1,0.0,21,0,0.0
1871799377723392251,0,3,1,1,0.0,32,2,0.0
1616216217092096076,0,4,0,0,0.0,28,0,0.0
2290958347534336874,0,3,2,1,0.0,27,1,0.0
1599450912915456420,0,5,2,1,0.0,3,2,0.0
1814673334730752175,0,3,2,2,0.0,15,0,0.0
2203248387686400162,0,5,2,6,0.5,26,3,0.0
1442872402378752886,0,3,3,1,0.0,21,4,0.3333333333333333
1384111243526144699,0,3,3,1,0.0,29,1,0.0
2279868825862144797,0,3,2,2,0.0,29,3,0.0
1645066997202944151,1,3,2,3,0.5,28,1,0.5
1886641132142592475,0,3,2,2,0.0,23,0,0.0
1753732303814656937,0,4,3,2,0.3333333333333333,13,4,0.0
1709059728211968434,0,3,0,0,0.0,25,0,0.0
1678062479474688185,0,3,3,1,0.0,28,7,0.0
1592442398703616968,0,3,1,3,1.0,32,1,0.0
2083035113586688544,0,4,1,3,0.0,30,1,0.0
2290306519138304958,0,3,1,2,0.0,34,0,0.0
1378613727330304823,0,8,4,2,0.25,25,12,0.25
1811033291227136821,0,4,4,3,0.25,25,4,0.0
2108495839100928055,0,3,5,1,0.0,22,10,0.0
1566341194579968107,0,4,2,1,0.0,33,4,0.0
1544580616945664669,0,3,3,1,0.0,30,2,0.0
2346130599837696568,0,5,2,4,0.5,29,3,0.0
1744224529678336863,0,3,3,1,0.0,13,0,0.0
1306807209295872694,0,4,2,1,0.0,26,3,0.0
2316357257396224883,0,3,2,3,0.0,31,1,0.0
