user_id,reappeared,w1_events,w1_partners,w1_max_tie,w1_recip_frac,tenure_days,peer_w1_events,peer_w3_frac
1856909590134784857,0,3,2,2,0.0,26,2,0.0
1983700766031872907,0,3,4,1,0.0,33,8,0.0
2034269350264832731,0,3,2,2,0.0,33,0,0.0
1387894128246784477,1,3,2,1,0.0,30,2,0.0
2267610972422144388,0,4,1,1,0.0,31,0,0.0
1785672826355712115,0,4,5,2,0.2,29,9,0.0
2027630555561984532,0,4,3,2,0.3333333333333333,32,3,0.0
1782119344898048779,0,3,2,1,0.0,27,11,0.0
2391169975713792125,0,3,2,2,0.0,27,0,0.0
1706257362714624596,0,3,1,1,0.0,34,0,0.0
1882987624923136786,0,3,4,1,0.0,26,7,0.0
2003847987855360111,0,5,6,3,0.16666666666666666,34,8,0.0
1946045932109824057,0,3,3,1,0.0,27,4,0.0
1935393373028352330,0,4,2,5,0.5,15,3,0.0
2364729947324416232,0,3,2,2,0.0,28,1,0.0
2231554294153216246,0,5,3,3,0.3333333333333333,33,3,0.0
1635101037297664661,0,5,7,2,0.14285714285714285,29,10,0.0
2229945526910976258,0,3,2,2,0.0,8,0,0.0
2467201969815552004,0,3,2,3,0.0,32,1,0.0
2144324347232257022,0,4,2,3,0.5,33,2,0.0
1487667015450624200,0,3,3,1,0.0,22,0,0.0
2013477556191232473,0,3,0,0,0.0,32,0,0.0
2063523219767296678,0,3,3,4,0.3333333333333333,31,9,0.0
2157584136011776113,0,3,3,2,0.3333333333333333,20,2,0.0
2203219975471104426,0,5,3,2,0.0,33,2,0.0
2217513676963840275,0,3,4,1,0.0,3,1,0.0
1704389764972544032,0,3,2,1,0.0,30,1,0.0
1968507621212160722,0,3,2,2,0.0,15,1,0.0
2309076130201600450,0,3,3,3,0.0,32,5,0.0
1481869698793472200,0,3,2,1,0.0,29,1,0.0
2029389713768448935,0,3,3,1,0.0,33,0,0.0
1229731026436096080,0,3,3,1,0.0,14,2,0.0
1785383629094912889,0,3,3,1,0.0,12,2,0.0
2026184250490881006,0,3,2,2,0.0,22,1,0.0
2404626510905344920,0,9,2,1,0.0,29,18,0.0
2352843163959297003,0,4,2,4,1.0,22,3,0.0
2008076693536768136,0,3,3,1,0.0,32,7,0.6666666666666666
2269951041732608388,0,3,2,2,0.0,14,0,0.0
2517173771698176423,0,3,3,1,0.0,7,6,0.0
1725820234104832562,0,3,1,1,0.0,1,1,0.0
2268929284112384734,1,3,3,1,0.0,33,5,0.3333333333333333
1767498689019904769,0,3,2,2,0.0,29,0,0.0
2382467063349248786,0,3,4,1,0.0,29,1,0.0
