user_id,seed_type,degree_in_subset,sent_events,window_pattern,label,date_joined,username,account_age_days_at_start
1731570759106560115,pattern02,0,3,02,reappeared_skipW2,2015-07-18T02:42:00,Nikkosoul,1103.0
1590276158128128227,pattern02,0,3,02,reappeared_skipW2,2015-01-04T03:54:51,Jeremy-Binkley,1298.0
2292430766342144383,pattern02,0,5,02,reappeared_skipW2,2017-08-29T22:50:43,Frankhu19,330.0
1873701184208896067,pattern02,0,3,02,reappeared_skipW2,2016-01-30T05:09:47,Thuc-Tran-1,907.0
1945101970440192661,pattern02,0,4,02,reappeared_skipW2,2016-05-07T17:30:24,Matt-Baker-48,809.0
2002606222213120531,pattern02,0,4,02,reappeared_skipW2,2016-07-26T01:41:05,Angelieamigable,729.0
1506888529215488752,pattern02,0,3,02,reappeared_skipW2,2014-09-11T02:38:31,katya-malison,1413.0
2346612441481216495,pattern02,0,3,02,reappeared_skipW2,2017-11-12T17:00:02,john_goding,255.0
2053986546876416681,pattern02,0,3,02,reappeared_skipW2,2016-10-04T23:04:37,Jack-Okonczak,659.0
1861104162570240182,pattern02,0,3,02,reappeared_skipW2,2016-01-12T20:01:45,matt_henson,925.0
1544422130974720565,pattern02,0,3,02,reappeared_skipW2,2014-11-01T21:31:05,Creeandrews,1362.0
2219371678138368087,pattern02,0,4,02,reappeared_skipW2,2017-05-21T03:35:21,eli-land1,430.0
2025573132009472561,pattern02,0,5,02,reappeared_skipW2,2016-08-26T18:12:14,Jessseto,698.0
